Day,Date,Time,Latitude,Longitude,DepthInKilo,Magnitude,Quality,DistanceInKilo,Direction,Volcano
Thursday,29/09/2016,10:42:48,63.618,-19.109,0.1,0.4,99,4.3,N,Hábunga
Thursday,29/09/2016,10:42:25,63.626,-19.118,0.1,0.7,99,5.1,N,Hábunga
Thursday,29/09/2016,10:40:10,65.141,-16.308,9.6,0.8,99,4.2,SSE,Herðubreið
Thursday,29/09/2016,10:29:17,63.623,-19.111,0.1,0.1,99,4.8,N,Hábunga
Thursday,29/09/2016,10:14:44,63.624,-19.113,0.1,0.8,99,5,N,Hábunga
Thursday,29/09/2016,10:02:03,63.621,-19.108,0.1,0.3,99,4.6,N,Hábunga
Thursday,29/09/2016,9:58:45,63.623,-19.118,0.1,0.5,99,4.9,N,Hábunga
Thursday,29/09/2016,9:58:20,63.621,-19.095,0.1,0.6,99,4.6,N,Hábunga
Thursday,29/09/2016,9:52:29,63.649,-19.062,0.1,0.4,99,7.9,NNE,Hábunga
Thursday,29/09/2016,9:41:31,63.227,-24.201,12.6,2,99,35.2,SW,Eldeyjarboði
Thursday,29/09/2016,9:36:45,63.934,-20.777,5.6,0.2,99,6.1,W,Þjórsárbrú
Thursday,29/09/2016,9:32:05,63.87,-22.296,8.6,1,99,3.7,SSW,Fagradalsfjall
Thursday,29/09/2016,9:18:11,63.62,-19.13,0.1,0.6,99,4.7,NNW,Hábunga
Thursday,29/09/2016,8:54:06,63.624,-19.113,0.1,0.6,99,4.9,N,Hábunga
Thursday,29/09/2016,8:49:24,63.626,-19.115,0.1,0.4,99,5.2,N,Hábunga
Thursday,29/09/2016,8:49:05,65.018,-16.678,3.8,0.9,99,4.1,WSW,Dreki
Thursday,29/09/2016,8:47:58,63.624,-19.119,0.1,1.4,99,5,N,Hábunga
Thursday,29/09/2016,8:36:52,63.633,-19.131,0.1,0.4,99,5.9,E,Goðabunga
Thursday,29/09/2016,8:11:50,63.259,-24.21,14.1,2.4,99,32.6,SW,Eldeyjarboði
Thursday,29/09/2016,8:08:11,63.624,-19.117,0.1,1,99,5,N,Hábunga
Thursday,29/09/2016,8:00:13,66.633,-17.919,11.1,1.2,99,10.9,NNE,Grímsey
Thursday,29/09/2016,7:47:24,63.624,-19.116,0.1,1.8,99,5,N,Hábunga
Thursday,29/09/2016,7:34:25,63.882,-22.298,9.5,0.9,99,2.5,SSW,Fagradalsfjall
Thursday,29/09/2016,7:11:15,63.623,-19.1,0.1,0.2,99,4.8,N,Hábunga
Thursday,29/09/2016,7:07:28,66.237,-17.512,10.4,0.6,99,16.7,ENE,Flatey
Thursday,29/09/2016,7:00:23,67.128,-18.818,10,1.7,99,6.4,WSW,Kolbeinsey
Thursday,29/09/2016,6:53:55,63.618,-19.12,0.1,0.3,99,4.3,NNW,Hábunga
Thursday,29/09/2016,6:50:49,63.649,-19.05,0.1,0.8,99,8,NNE,Hábunga
Thursday,29/09/2016,6:48:02,63.882,-22.295,9.3,0.9,99,2.5,SSW,Fagradalsfjall
Thursday,29/09/2016,6:47:19,63.626,-19.105,0.1,0.6,99,5.1,N,Hábunga
Thursday,29/09/2016,6:46:20,63.624,-19.116,0.1,0.9,99,5,N,Hábunga
Thursday,29/09/2016,6:45:03,63.624,-19.126,0.1,2.6,99,5.1,NNW,Hábunga
Thursday,29/09/2016,6:43:00,63.628,-19.124,0.1,0.6,99,5.4,NNW,Hábunga
Thursday,29/09/2016,6:39:45,63.623,-19.128,0.1,0.1,99,5,NNW,Hábunga
Thursday,29/09/2016,6:34:30,63.624,-19.133,0.1,1,99,5.2,NNW,Hábunga
Thursday,29/09/2016,6:32:06,63.646,-19.056,0.1,1.6,99,7.6,NNE,Hábunga
Thursday,29/09/2016,6:15:20,63.63,-19.102,0.4,0.1,99,5.6,N,Hábunga
Thursday,29/09/2016,6:14:35,63.647,-19.058,0.1,1.5,99,7.7,NNE,Hábunga
Thursday,29/09/2016,6:08:41,64.89,-16.803,2.8,0.1,99,18.9,SSW,Dreki
Thursday,29/09/2016,5:56:40,63.614,-19.104,0.1,0.3,99,3.8,N,Hábunga
Thursday,29/09/2016,5:54:00,64.052,-21.394,3.7,0.4,99,1.6,N,Hellisheiði
Thursday,29/09/2016,5:53:31,63.623,-19.116,0.1,0.5,99,4.8,N,Hábunga
Thursday,29/09/2016,5:35:35,65.033,-16.536,6.4,0.4,99,3.3,E,Dreki
Thursday,29/09/2016,5:34:50,65.031,-16.537,6.3,0.9,99,3.3,ESE,Dreki
Thursday,29/09/2016,5:32:21,65.031,-16.535,6.3,0.7,99,3.3,ESE,Dreki
Thursday,29/09/2016,5:31:36,63.639,-19.108,0,0.5,99,6.6,N,Hábunga
Thursday,29/09/2016,5:29:56,63.625,-19.113,0.1,0.2,99,5,N,Hábunga
Thursday,29/09/2016,5:19:58,63.945,-21.122,7.4,0.1,99,5.8,W,Selfoss
Thursday,29/09/2016,5:19:25,63.886,-22.275,4.3,1.2,99,1.9,S,Fagradalsfjall
Thursday,29/09/2016,5:18:46,63.889,-22.271,0.9,0.5,99,1.4,S,Fagradalsfjall
Thursday,29/09/2016,5:09:44,66.623,-17.891,10.5,1,99,10.5,NNE,Grímsey
Thursday,29/09/2016,5:07:44,63.636,-19.107,0,0.4,99,6.3,N,Hábunga
Thursday,29/09/2016,5:07:15,63.632,-19.109,0,1,99,5.8,N,Hábunga
Thursday,29/09/2016,4:34:11,64.823,-16.885,6.5,0.6,99,16,ENE,Kistufell
Thursday,29/09/2016,4:32:58,63.623,-19.095,0.1,0.5,99,4.8,N,Hábunga
Thursday,29/09/2016,4:28:49,66.636,-17.907,10.7,1,99,11.4,NNE,Grímsey
Thursday,29/09/2016,4:04:43,66.625,-17.936,12.2,1,99,9.8,NNE,Grímsey
Thursday,29/09/2016,3:57:58,63.632,-19.22,1.3,0.9,99,1.7,ESE,Goðabunga
Thursday,29/09/2016,3:47:20,63.901,-21.816,7.8,0.7,99,12.2,S,Helgafell
Thursday,29/09/2016,3:43:36,65.123,-16.349,7.5,0.4,99,4.3,NNE,Herðubreiðarfjöll
Thursday,29/09/2016,3:42:50,63.627,-19.12,0.1,0.7,99,5.3,N,Hábunga
Thursday,29/09/2016,3:20:36,63.623,-19.116,0.1,1.8,99,4.9,N,Hábunga
Thursday,29/09/2016,3:19:58,63.622,-19.122,0.1,1.7,99,4.8,NNW,Hábunga
Thursday,29/09/2016,3:15:40,66.628,-17.89,9.9,1,99,11,NNE,Grímsey
Thursday,29/09/2016,3:04:51,63.63,-19.106,0.1,0.2,99,5.5,N,Hábunga
Thursday,29/09/2016,2:50:07,64.827,-16.873,3.9,0.9,99,16.7,ENE,Kistufell
Thursday,29/09/2016,2:30:43,63.634,-19.217,0.4,0.5,99,1.8,ESE,Goðabunga
Thursday,29/09/2016,2:29:39,63.63,-19.121,0,0.5,99,5.6,N,Hábunga
Thursday,29/09/2016,2:01:11,64.623,-17.473,2.8,0.3,99,3.3,SE,Bárðarbunga
Thursday,29/09/2016,1:55:09,65.028,-16.674,3.9,0.6,99,3.4,WSW,Dreki
Thursday,29/09/2016,1:47:38,63.625,-19.102,0.1,0.4,99,5,N,Hábunga
Thursday,29/09/2016,1:47:10,63.623,-19.12,0.1,1.3,99,4.9,NNW,Hábunga
Thursday,29/09/2016,1:39:47,65.026,-16.678,4.3,0.2,99,3.7,WSW,Dreki
Thursday,29/09/2016,1:18:07,64.654,-17.136,11.8,0.1,99,14.5,SSE,Kistufell
Thursday,29/09/2016,1:15:34,64.727,-17.816,3.2,0.8,99,12.1,E,Nýidalur
Thursday,29/09/2016,1:09:25,63.626,-19.13,0.1,0.6,99,5.3,NNW,Hábunga
Thursday,29/09/2016,1:00:19,64.782,-16.915,4.4,0.3,99,13.9,E,Kistufell
Tuesday,4/10/2016,22:37:09,64.062,-21.435,6.7,1,99,3.2,E,Litla Kaffist
Tuesday,4/10/2016,20:30:59,66.647,-17.914,9.2,1.1,99,12.5,NNE,Grímsey
Tuesday,4/10/2016,19:34:34,66.64,-17.936,10.3,1.3,99,11.4,NNE,Grímsey
Tuesday,4/10/2016,19:34:28,66.633,-17.942,10.9,1.2,99,10.6,NNE,Grímsey
Tuesday,4/10/2016,19:05:00,66.635,-17.95,10.6,2.1,99,10.7,NNE,Grímsey
Tuesday,4/10/2016,16:27:29,66.237,-18.344,7.5,1.2,99,7.9,NNW,Gjögurtá
Tuesday,4/10/2016,15:25:50,65.033,-16.692,4.8,1.4,99,4.1,W,Dreki
Tuesday,4/10/2016,13:33:08,63.632,-19.263,4.5,1.1,99,1.1,SW,Goðabunga
Tuesday,4/10/2016,12:39:42,63.62,-19.079,0.1,0.3,99,4.5,NNE,Hábunga
Tuesday,4/10/2016,12:37:56,63.621,-19.097,0.1,1.9,99,4.6,N,Hábunga
Tuesday,4/10/2016,11:45:00,63.582,-18.807,0.1,0.4,99,14.5,E,Hábunga
Tuesday,4/10/2016,11:24:21,66.582,-17.797,9.8,1.2,99,10.4,ENE,Grímsey
Tuesday,4/10/2016,9:26:11,63.97,-22.191,12,0.6,99,3.3,NNW,Keilir
Tuesday,4/10/2016,9:25:14,63.885,-22.3,0.1,1.8,99,2.3,SW,Fagradalsfjall
Tuesday,4/10/2016,9:20:10,64,-22.126,5.8,0.8,99,6.1,SW,Straumsví­k
Tuesday,4/10/2016,8:44:20,66.279,-17.53,13.7,1.4,99,18.7,NE,Flatey
Tuesday,4/10/2016,8:42:44,66.277,-17.538,14.4,2.4,99,18.3,NE,Flatey
Tuesday,4/10/2016,7:31:46,66.253,-16.439,8.8,1.5,99,5.4,S,Kópasker
Tuesday,4/10/2016,6:41:58,64.615,-17.49,12.3,1.3,99,3.3,SSE,Bárðarbunga
Tuesday,4/10/2016,6:18:58,63.982,-20.695,9.9,0.9,99,4.4,SSW,Hestfjall
Tuesday,4/10/2016,6:18:53,63.983,-20.702,5.8,0.8,99,4.3,SSW,Hestfjall
Tuesday,4/10/2016,6:01:51,64.632,-17.366,0.1,2.9,99,7.7,E,Bárðarbunga
Tuesday,4/10/2016,4:04:53,64.05,-21.392,5.8,0.9,99,1.4,NNE,Hellisheiði
Tuesday,4/10/2016,3:31:43,63.973,-20.492,2.4,1.4,99,9.1,ENE,Þjórsárbrú
Tuesday,4/10/2016,3:08:23,63.934,-20.777,5.9,0.8,99,6.1,W,Þjórsárbrú
Tuesday,4/10/2016,3:01:53,65.028,-16.674,3.9,2.1,99,3.5,WSW,Dreki
Tuesday,4/10/2016,2:31:08,66.598,-17.791,0.4,1.1,99,11.5,ENE,Grímsey
Tuesday,4/10/2016,2:16:26,66.632,-17.879,9.6,1.1,99,11.5,NNE,Grímsey
Tuesday,4/10/2016,0:16:19,63.845,-22.671,1.2,0.8,99,5.3,NNE,Reykjanestá
Tuesday,4/10/2016,20:30:59,66.647,-17.914,9.2,1.1,99,12.5,NNE,Þeistareykir
Tuesday,4/10/2016,19:34:28,66.633,-17.942,10.9,1.2,99,10.6,NNE,Eyjafjallajökull
Tuesday,4/10/2016,11:24:21,66.582,-17.797,9.8,1.2,99,10.4,ENE,Þeistareykir
Tuesday,11/10/2016,23:53:06,63.617,-19.143,0.6,0.3,99,4.6,NNW,Hábunga
Tuesday,11/10/2016,23:47:26,63.627,-19.129,0.1,0.5,99,5.4,NNW,Hábunga
Tuesday,11/10/2016,22:10:53,63.524,-19.063,0.1,0.1,99,6.5,SSE,Hábunga
Tuesday,11/10/2016,21:37:18,64.636,-17.456,0.1,1.1,99,3.4,E,Bárðarbunga
Tuesday,11/10/2016,19:55:31,66.285,-17.519,12.7,0.6,99,19.5,NE,Flatey
Tuesday,11/10/2016,19:52:48,66.276,-17.541,13.4,1.1,99,18.1,NE,Flatey
Tuesday,11/10/2016,19:13:49,63.946,-21.429,8.5,0.5,99,1.6,WNW,Raufarhólshellir
Tuesday,11/10/2016,18:31:01,66.404,-17.918,11.9,0.6,99,15.8,SSE,Grímsey
Tuesday,11/10/2016,16:24:19,64.654,-17.417,4.4,1.4,99,5.5,ENE,Bárðarbunga
Tuesday,11/10/2016,16:21:04,66.406,-17.892,11.5,0.6,99,15.9,SSE,Grímsey
Tuesday,11/10/2016,15:45:34,66.412,-17.893,14.3,0.5,99,15.3,SSE,Grímsey
Tuesday,11/10/2016,14:45:26,66.4,-17.909,11.1,0.8,99,16.3,SSE,Grímsey
Tuesday,11/10/2016,14:23:44,64.013,-20.014,8.6,0.2,99,12,ESE,Árnes
Tuesday,11/10/2016,14:19:44,66.4,-17.909,10.3,0.7,99,16.3,SSE,Grímsey
Tuesday,11/10/2016,13:56:29,63.938,-19.907,9.2,0.6,99,12.8,W,Vatnajökull
Tuesday,11/10/2016,12:59:31,63.621,-19.144,0.7,0.5,99,5,NNW,Hábunga
Tuesday,11/10/2016,11:26:23,66.38,-18.718,10.6,0.4,99,28.2,NNE,Siglufjörður
Tuesday,11/10/2016,11:23:35,63.618,-19.126,0.1,0.5,99,4.4,NNW,Hábunga
Tuesday,11/10/2016,10:25:05,63.691,-19.293,7.3,0.3,44.8,6,NNW,Goðabunga
Tuesday,11/10/2016,8:42:29,65.034,-16.697,5,0.4,99,4.4,W,Dreki
Tuesday,11/10/2016,7:58:57,65.148,-16.325,15.9,0.2,99,3.1,SSE,Herðubreið
Tuesday,11/10/2016,7:50:24,66.62,-17.874,9,1.2,99,10.6,NE,Grímsey
Tuesday,11/10/2016,7:48:38,64.067,-18.669,5.3,0.7,99,20.9,ENE,Landmannalaugar
Tuesday,11/10/2016,7:30:27,63.974,-16.664,3,0.7,99,4.7,S,Hvannadalshnður
Tuesday,11/10/2016,6:12:15,65.179,-16.333,6.3,0.3,99,0.9,NE,Herðubreið
Tuesday,11/10/2016,6:04:03,64.411,-17.285,2.2,1.3,99,0.9,NW,Grímsfjall
Tuesday,11/10/2016,5:47:23,63.621,-19.129,0.1,1.2,99,4.8,NNW,Hábunga
Tuesday,11/10/2016,4:36:35,63.623,-19.131,0.1,1.4,99,5,NNW,Hábunga
Tuesday,11/10/2016,4:19:31,63.619,-19.136,0.7,0.2,99,4.7,NNW,Hábunga
Tuesday,11/10/2016,3:55:59,63.531,-19.133,0.1,0,99,5.7,SSW,Hábunga
Tuesday,11/10/2016,3:46:15,66.646,-17.938,11.2,0.8,99,12.1,NNE,Grímsey
Tuesday,11/10/2016,3:09:00,65.712,-16.817,2.7,0.7,99,2.8,W,Krafluvirkjun
Tuesday,11/10/2016,2:33:13,66.007,-17.907,9.5,0.4,99,13.9,ENE,Grenivík
Tuesday,11/10/2016,2:22:26,65.024,-16.67,3.2,0.2,99,3.4,WSW,Dreki
Tuesday,11/10/2016,2:12:43,63.612,-19.059,0.9,0.3,99,4.1,NNE,Hábunga
Tuesday,11/10/2016,1:54:46,64.805,-16.906,5,0.7,36.87,14.6,E,Kistufell
Tuesday,11/10/2016,0:59:42,64.628,-17.481,1.8,1.7,99,2.6,ESE,Bárðarbunga
Tuesday,11/10/2016,0:58:32,64.636,-17.48,1.5,1.5,99,2.3,E,Bárðarbunga
Tuesday,11/10/2016,16:24:19,64.668,-17.409,1,1.2,55.56,6.4,ENE,Bárðarbunga
Tuesday,11/10/2016,14:45:26,66.4,-17.909,11.1,0.7,99,16.3,SSE,Herðubreið
Tuesday,11/10/2016,11:26:23,66.38,-18.718,10.6,0.1,99,28.2,NNE,Siglufjörður
Tuesday,11/10/2016,7:48:38,64.067,-18.669,4.5,0.8,99,20.9,ENE,Þeistareykir
Tuesday,11/10/2016,7:30:27,63.974,-16.664,3,0.7,99,4.7,S,Hvannadalshnúkur
Tuesday,11/10/2016,4:45:32,65.031,-16.666,5.1,0,99,3,WSW,Dreki
Tuesday,11/10/2016,3:55:59,63.531,-19.133,0.1,0.2,99,5.7,SSW,Hábunga
Tuesday,11/10/2016,2:33:13,66.007,-17.907,9.5,0.3,99,13.9,ENE,Grenivík
Wednesday,5/10/2016,18:49:08,66.642,-17.923,7.4,0.1,30.29,11.8,NNE,Grímsey
Wednesday,5/10/2016,16:09:27,65.102,-16.254,8.4,0.3,99,6.4,ENE,Herðubreiðarfjöll
Wednesday,5/10/2016,16:04:12,65.073,-16.736,4,0.9,99,7.2,WNW,Dreki
Wednesday,5/10/2016,12:21:51,66.242,-16.97,8,0.9,99,24.1,WSW,Kópasker
Wednesday,5/10/2016,11:57:22,66.231,-18.328,8.6,1.5,99,7,NNW,Gjögurtá
Wednesday,5/10/2016,10:43:51,63.624,-19.095,0.1,1.7,99,4.9,N,Hábunga
Wednesday,5/10/2016,9:32:06,64.638,-17.522,7.1,1.2,99,0.4,SE,Bárðarbunga
Wednesday,5/10/2016,8:58:17,64.622,-17.46,2.3,0.8,99,3.8,ESE,Bárðarbunga
Wednesday,5/10/2016,8:31:29,64.682,-17.47,2.2,2.4,99,5.4,NNE,Bárðarbunga
Wednesday,5/10/2016,8:29:49,64.684,-17.386,0.1,3,99,8.3,NE,Bárðarbunga
Wednesday,5/10/2016,8:25:34,64.679,-17.486,2.4,1.5,99,4.7,NNE,Bárðarbunga
Wednesday,5/10/2016,8:24:03,64.681,-17.47,2.1,1.9,99,5.3,NNE,Bárðarbunga
Wednesday,5/10/2016,8:22:39,64.678,-17.454,3.5,3.8,99,5.4,NE,Bárðarbunga
Wednesday,5/10/2016,8:20:08,63.647,-19.103,0.1,0.9,99,7.3,E,Goðabunga
Wednesday,5/10/2016,6:48:46,63.622,-19.087,0.1,1.3,99,4.7,N,Hábunga
Wednesday,5/10/2016,6:47:24,63.621,-19.095,0.1,1.2,99,4.6,N,Hábunga
Wednesday,5/10/2016,5:08:27,65.194,-16.394,5.7,0.8,99,3,NW,Herðubreið
Wednesday,5/10/2016,4:55:05,64.646,-17.454,7.1,2.2,99,3.6,E,Bárðarbunga
Wednesday,5/10/2016,3:28:29,63.99,-20.703,5.5,0.8,99,3.6,SSW,Hestfjall
Wednesday,5/10/2016,2:55:52,65.037,-16.697,5.7,0.5,99,4.3,W,Dreki
Wednesday,5/10/2016,2:31:20,63.882,-22.088,4.3,1.5,99,1.3,WSW,Krýsuvík
Wednesday,5/10/2016,0:37:13,65.865,-16.976,4.6,0.3,99,1.4,SW,Þeistareykir
Wednesday,5/10/2016,0:34:54,66.278,-17.537,14.3,1.4,99,18.4,NE,Flatey
Wednesday,5/10/2016,0:24:16,66.057,-17.288,7,0.7,99,2.9,NE,Húsavík
Wednesday,5/10/2016,0:05:28,64.664,-16.684,5.9,1,99,4.4,NW,jökull
Wednesday,5/10/2016,18:49:08,66.642,-17.923,7.4,0.1,34.43,11.8,NNE,Grímsey
Wednesday,5/10/2016,23:17:23,63.958,-20.132,8.9,0.2,99,10.9,SSE,Árnes
Wednesday,5/10/2016,23:16:48,66.269,-16.699,5.5,0.8,99,11.6,WSW,Kópasker
Wednesday,5/10/2016,22:29:47,63.619,-19.103,0.1,1.1,99,4.3,N,Hábunga
Wednesday,5/10/2016,21:43:52,63.585,-18.788,0.1,0.6,99,15.4,E,Hábunga
Wednesday,5/10/2016,20:22:05,63.591,-19.058,10.1,1.1,99,2.4,ENE,Hábunga
Wednesday,5/10/2016,19:54:58,65.04,-16.708,4.5,0.6,99,4.8,W,Dreki
Wednesday,5/10/2016,18:49:08,66.637,-17.958,10.3,1,99,10.9,NNE,Grímsey
Wednesday,5/10/2016,18:43:57,65.035,-16.695,4.8,0.4,99,4.3,W,Dreki
Wednesday,5/10/2016,17:08:36,66.166,-16.89,14.6,0.7,99,24.5,NE,Húsavík
Wednesday,5/10/2016,15:29:11,65.042,-16.714,4,0.1,99,5.1,W,Dreki
Wednesday,5/10/2016,12:44:05,63.691,-19.044,8,1,99,11.6,ENE,Goðabunga
Wednesday,5/10/2016,10:24:45,66.281,-17.013,10,0.4,99,25.2,W,Kópasker
Wednesday,12/10/2016,15:07:54,63.904,-21.956,7.6,1.1,99,5.7,ENE,Krýsuvík
Wednesday,12/10/2016,15:03:09,63.646,-19.325,0.1,2.4,99,3.8,W,Goðabunga
Wednesday,12/10/2016,13:40:29,63.894,-22.07,5.1,2.3,99,0.8,NNW,Krýsuvík
Wednesday,12/10/2016,10:31:07,66.38,-17.001,6.2,0.9,99,26,WNW,Kópasker
Wednesday,12/10/2016,10:19:08,64.68,-17.485,0.1,1.9,99,4.8,NNE,Bárðarbunga
Wednesday,12/10/2016,8:03:58,65.473,-16.72,8.8,0.7,99,20.2,NW,Herðubreiðarfjöll
Wednesday,12/10/2016,6:21:11,63.588,-18.848,0.1,0.2,99,12.5,E,Hábunga
Wednesday,12/10/2016,5:54:22,63.652,-19.309,0.1,1.5,99,3.2,WNW,Goðabunga
Wednesday,12/10/2016,5:15:00,63.58,-18.809,0.1,0.3,99,14.4,E,Hábunga
Wednesday,12/10/2016,4:29:20,63.591,-18.848,0.1,0.5,99,12.5,E,Hábunga
Wednesday,12/10/2016,4:18:12,64.828,-16.852,8.7,0.9,99,17.6,ENE,Kistufell
Wednesday,12/10/2016,0:56:16,66.278,-17.533,13.6,1,99,18.6,NE,Flatey
Wednesday,12/10/2016,0:42:36,66.173,-18.028,10,0.8,99,8.4,W,Flatey
Wednesday,28/09/2016,23:38:28,63.995,-20.473,7.8,0.1,99,10.1,ESE,Hestfjall
Wednesday,28/09/2016,23:33:29,64.634,-16.704,3.9,1.2,99,4,W,jökull
Wednesday,28/09/2016,23:30:50,65.075,-16.09,6.4,0.2,99,8.4,ENE,Upptyppingar
Wednesday,28/09/2016,23:17:48,64.675,-17.537,2.2,0.9,99,3.9,N,Bárðarbunga
Wednesday,28/09/2016,23:04:36,67.249,-18.71,10,1.6,99,11.3,N,Kolbeinsey
Wednesday,28/09/2016,22:58:43,63.628,-19.117,0.1,0.4,99,5.4,N,Hábunga
Wednesday,28/09/2016,22:56:05,63.627,-19.129,0.1,0.8,99,5.4,NNW,Hábunga
Wednesday,28/09/2016,22:53:39,67.213,-18.796,10,1.7,99,8.8,NW,Kolbeinsey
